OBJECTID_1,ADMINISTRA,UNIDAD_FIS,NOM_DPTO,NOM_PROV,NOM_DIST,UF_nombre,geometry_wkt
79,PITKIN  PETROLEUM PERU  XXVIII S.A.C.,Lote XXVIII,NA,NA,NA,Lote XXVIII,"POLYGON ((-79.948475255512 -6.3429059597137645, -79.95778159308809 -6.098531115141469, -80.11878123315469 -5.653262535729336, -80.18857876497549 -5.470531796094196, -80.3146796391317 -5.279545149547831, -80.3142143222529 -6.343456353507845, -79.948475255512 -6.3429059597137645))"
80,MOCHE ENERGY S.A.C. EN LIQUIDACION,Lote Z-46,NA,NA,NA,Lote Z-46,"POLYGON ((-80.93587767233667 -7.309397462121311, -80.54082364223103 -8.218097616150272, -80.01780747045396 -8.219198403738435, -80.01827278733278 -7.925288117698784, -79.8340073033259 -7.924737723904702, -79.83493793708351 -7.650641614451992, -79.83540325396231 -7.4348872471719485, -80.1010991917601 -7.4348872471719485, -80.09923792424487 -7.167395863248219, -80.50639019319945 -7.173450194983118, -80.50452892568423 -7.005580087788186, -80.59619635080885 -7.003378512611858, -80.70973366923734 -7.003378512611858, -80.70973366923734 -6.983013942230835, -80.71019898611614 -6.948339133203685, -80.76464106093634 -6.947788739409603, -80.93587767233667 -6.947788739409603, -80.93587767233667 -7.309397462121311))"
81,SAPET DEVELOPMENT PERU INC SUCURSAL PERU,Lote 113,NA,NA,NA,Lote 113,"POLYGON ((-69.64310234061271 -11.970132110405535, -70.21869931969478 -11.054827230847593, -70.21730336905836 -11.047672111524529, -70.22381780536163 -11.048772899112691, -70.22660970663446 -11.047121717730448, -70.22847097414969 -11.047121717730448, -70.22940160790729 -11.048772899112691, -70.23219350918012 -11.048772899112691, -70.23638136108937 -11.047672111524529, -70.23963857924102 -11.045470536348201, -70.24103452987742 -11.044920142554119, -70.24336111427145 -11.046020930142284, -70.2475489661807 -11.045470536348201, -70.24987555057473 -11.047121717730448, -70.25313276872636 -11.048222505318611, -70.25732062063561 -11.049873686700856, -70.26057783878724 -11.049873686700856, -70.26290442318127 -11.048772899112691, -70.2652310075753 -11.050424080494938, -70.26476569069649 -11.053176049465346, -70.26709227509052 -11.055377624641674, -70.26941885948455 -11.055377624641674, -70.27267607763618 -11.057028806023919, -70.2745373451514 -11.057028806023919, -70.27965583081826 -11.05427683705351, -70.2824477320911 -11.05427683705351, -70.28523963336393 -11.055377624641674, -70.28803153463676 -11.059230381200246, -70.29315002030361 -11.061431956376573, -70.29454597094002 -11.063083137758817, -70.29873382284927 -11.063083137758817, -70.3005950903645 -11.064183925346981, -70.30199104100092 -11.065835106729226, -70.30385230851613 -11.066935894317389, -70.30897079418298 -11.067486288111471, -70.31455459672866 -11.065835106729226, -70.31595054736506 -11.064734319141063, -70.32060371615312 -11.065284712935146, -70.32479156806237 -11.063083137758817, -70.328048786214 -11.062532743964736, -70.33456322251727 -11.065835106729226, -70.3373551237901 -11.063633531552899, -70.34014702506295 -11.064183925346981, -70.3457308276086 -11.064183925346981, -70.34945336263904 -11.061982350170656, -70.34991867951786 -11.059230381200246, -70.35271058079068 -11.056478412229836, -70.35829438333634 -11.056478412229836, -70.3629475521244 -11.057028806023919, -70.36806603779125 -11.055928018435754, -70.36992730530648 -11.056478412229836, -70.3722538897005 -11.058679987406164, -70.37411515721573 -11.058129593612083, -70.37783769224616 -11.05427683705351, -70.37923364288258 -11.051524868083101, -70.37923364288258 -11.048222505318611, -70.38156022727661 -11.045470536348201, -70.38667871294346 -11.044920142554119, -70.39272783236792 -11.043268961171876, -70.40063821930762 -11.044369748760039, -70.40389543745925 -11.043819354965958, -70.40622202185328 -11.044369748760039, -70.4080832893685 -11.042718567377793, -70.40947924000491 -11.039966598407386, -70.41413240879297 -11.037214629436976, -70.41785494382341 -11.037214629436976, -70.42297342949027 -11.036113841848813, -70.4248346970055 -11.035013054260649, -70.42669596452072 -11.035013054260649, -70.43088381642995 -11.037214629436976, -70.43553698521801 -11.037214629436976, -70.43925952024846 -11.033361872878404, -70.43972483712726 -11.030609903907994, -70.43925952024846 -11.028408328731668, -70.43646761897563 -11.025105965967178, -70.43600230209681 -11.023454784584931, -70.43832888649084 -11.020152421820441, -70.44019015400606 -11.015198877673706, -70.44251673840009 -11.011896514909216, -70.44437800591531 -11.005291789380234, -70.44856585782456 -10.997586276263089, -70.452288392855 -10.993183125910436, -70.45414966037022 -10.989880763145946, -70.45647624476425 -10.987679187969619, -70.45973346291588 -10.986578400381454, -70.46485194858273 -10.983276037616964, -70.46578258234035 -10.982175250028801, -70.46810916673438 -10.977221705882066, -70.46950511737079 -10.975570524499819, -70.47136638488601 -10.971167374147166, -70.47369296928004 -10.967865011382676, -70.47788082118929 -10.964562648618186, -70.48253398997734 -10.96291146723594, -70.4876524756442 -10.962361073441858, -70.48951374315942 -10.961810679647776, -70.49463222882628 -10.956857135501041, -70.50207729888716 -10.954105166530631, -70.50673046767521 -10.948601228589816, -70.51277958709967 -10.942546896854916, -70.51650212213012 -10.939794927884506, -70.5234818753122 -10.935942171325934, -70.53046162849428 -10.93429098994369, -70.53418416352471 -10.933740596149608, -70.5416292335856 -10.933740596149608, -70.54907430364648 -10.935942171325934, -70.5509355711617 -10.937042958914098, -70.55745000746498 -10.939794927884506, -70.56303381001064 -10.943097290648996, -70.56675634504109 -10.945849259619406, -70.57280546446555 -10.949151622383896, -70.58304243579927 -10.954655560324714, -70.58816092146613 -10.990431156940026, -70.65935440392332 -11.042168173583711, -70.66028503768094 -11.196828829720683, -70.78964312998879 -11.219394975278034, -70.92365439108468 -11.174262684163331, -70.99205597226906 -11.192425679368029, -70.98135368405654 -11.301954044390296, -71.15724346424491 -11.51440604890585, -71.19633008206455 -11.639345440162405, -71.26845419827936 -11.655857253984859, -70.93156477802438 -12.074706931281067, -70.55233152179812 -11.966279353846963, -69.64310234061271 -11.970132110405535))"
83,BURLINGTON RESOURCES PERU LIMITED EN LIQUIDACIÓN,Lote 104,NA,NA,NA,Lote 104,"POLYGON ((-75.84624165196514 -3.02843453175349, -75.84670696884395 -3.2166692093294458, -75.84670696884395 -3.5573629678660463, -75.47073093076932 -3.5573629678660463, -75.47026561389052 -3.3008794598239533, -75.42559519352523 -3.3008794598239533, -75.42559519352523 -3.2827164646192557, -75.30275153752063 -3.2827164646192557, -75.30321685439945 -3.500122013281546, -75.34788727476474 -3.500122013281546, -75.34788727476474 -3.5248897340152237, -75.21434133054765 -3.5248897340152237, -75.21434133054765 -3.4351755455798987, -75.06543992932998 -3.4351755455798987, -75.06543992932998 -2.8308431596781425, -75.02961052966198 -2.484095069406642, -75.27390189103471 -2.2909068476839494, -75.45397952313235 -2.5209714536101195, -75.51726261864985 -2.4736375873190894, -75.59357458677391 -2.5743596516360494, -75.62335486701744 -2.598576978575645, -75.56798215843962 -2.6701281718062724, -75.6280080358055 -2.7174620380973025, -75.73921876983994 -2.57491004543013, -75.67919289247406 -2.5275761791391, -75.73689218544591 -2.464831286613782, -75.76992968384108 -2.4846454632007244, -75.79505679529657 -2.5039092459935848, -75.90580221245222 -2.361357253326412, -76.047258543609 -2.473087193525007, -75.82576770929771 -2.7581911788593523, -76.10868037161129 -2.9816510592565404, -76.21942578876693 -2.839099066589368, -76.36134743680252 -2.9502786129938805, -76.42695711671406 -3.0036668110198104, -76.46418246701847 -3.01577547448961, -76.49024021223157 -3.0240313814008353, -76.49024021223157 -3.0273337441653254, -76.20965413431202 -3.0278841379594077, -75.84624165196514 -3.02843453175349), (-75.6643027523523 -3.1076912381012605, -75.6643027523523 -3.2480416555921057, -75.78109728893241 -3.2480416555921057, -75.78109728893241 -3.1076912381012605, -75.6643027523523 -3.1076912381012605))"
85,"SUBANDEAN E&P PERÚ, LLC, SUCURSAL DEL PERU EN LIQUIDACIÓN",Lote 121,NA,NA,NA,Lote 121,"POLYGON ((-74.41771883403311 -1.7157453328685257, -74.41771883403311 -1.541270500144611, -74.99052391184233 -1.541270500144611, -74.99052391184233 -1.8770107145344763, -74.81091159662353 -2.021213888583894, -74.77833941510715 -1.9524146643236762, -74.73553026225707 -1.862150082094269, -74.69225579252819 -1.7713351060707812, -74.62013167631338 -1.618325631316056, -74.57127340403883 -1.641992564461571, -74.41771883403311 -1.7157453328685257))"
87,CEPSA PERUANA S.A.C.,Lote 127,NA,NA,NA,Lote 127,"POLYGON ((-76.0747122394585 -3.5573629678660463, -76.07517755633731 -4.028500055600022, -76.38321733010638 -4.027949661805939, -76.38414796386398 -4.471016666041745, -75.34835259164356 -4.4721174536299095, -75.34835259164356 -4.014740210747979, -75.39348832888766 -4.014740210747979, -75.39348832888766 -3.8743897932571336, -75.34835259164356 -3.8743897932571336, -75.34835259164356 -3.613503134862386, -75.47073093076932 -3.613503134862386, -75.47073093076932 -3.5573629678660463, -76.0747122394585 -3.5573629678660463))"
64,PLUSPETROL NORTE S.A.,Lote 192 (Ex Lote 1-AB),LORETO,DATEM DEL MARAÑON/LORETO,ANDOAS/TIGRE/TROMPETEROS,Lote 192 (Ex Lote 1-AB),"POLYGON ((-76.58469953862902 -2.6668258090417822, -76.36134743680252 -2.9502786129938805, -76.21942578876693 -2.839099066589368, -76.10868037161129 -2.9816510592565404, -75.82576770929771 -2.7581911788593523, -76.047258543609 -2.473087193525007, -75.90580221245222 -2.361357253326412, -75.79505679529657 -2.5039092459935848, -75.76992968384108 -2.4846454632007244, -75.73642686856711 -2.464831286613782, -75.67919289247406 -2.5275761791391, -75.73921876983994 -2.57491004543013, -75.6280080358055 -2.7174620380973025, -75.56798215843962 -2.6701281718062724, -75.62335486701744 -2.598576978575645, -75.59357458677391 -2.5743596516360494, -75.52563832246834 -2.4846454632007244, -75.60753409313806 -2.425202933439895, -75.61963233198699 -2.377318673354784, -75.67407440680721 -2.321728900152527, -75.66849060426155 -2.265038339362107, -75.70990380647521 -2.265038339362107, -75.7899383096297 -2.265038339362107, -75.87509129845107 -2.1995414778663793, -75.82297580802488 -2.1307422536061615, -75.89556524111849 -2.0773540555802317, -76.01049851018338 -2.228712348952712, -76.05423829679108 -2.1351454039588162, -76.35715958489328 -2.372365129208047, -76.35669426801448 -2.372365129208047, -76.24594885085882 -2.5149171218752198, -76.38740518201561 -2.6266470620738147, -76.44277789059343 -2.5556462626372696, -76.58469953862902 -2.6668258090417822))"
51,CEPSA PERUANA S.A.C.,Lote 130,NA,NA,NA,Lote 130,"POLYGON ((-76.51304073929303 -5.06819393262044, -76.67776291439007 -5.067643538826358, -76.67869354814769 -5.067643538826358, -76.67869354814769 -5.038472667740026, -76.96253684421887 -5.037922273945943, -76.44184725683583 -5.404484540804386, -76.44231257371463 -5.487594003710731, -76.44231257371463 -5.589416855615854, -76.44277789059343 -5.775449958015484, -76.29248053873935 -5.931211401740617, -75.54332036386295 -5.932312189328782, -75.54332036386295 -5.679131044051179, -75.55821050398471 -5.5574940155591115, -75.5665862078032 -5.489245185092976, -75.6014849737136 -5.199738049405978, -75.57682317913692 -5.125985280999023, -75.5744965947429 -5.1265356747931055, -75.57030874283365 -5.125985280999023, -75.56379430653037 -5.122682918234533, -75.56007177149993 -5.119930949264123, -75.55867582086351 -5.118279767881878, -75.55681455334829 -5.114427011323306, -75.55448796895426 -5.107822285794326, -75.55076543392383 -5.0995663788831, -75.54983480016621 -5.095713622324528, -75.5489041664086 -5.089659290589628, -75.5489041664086 -5.085256140236973, -75.547973532651 -5.06819393262044, -75.547973532651 -5.062689994679623, -75.5484388495298 -5.057736450532888, -75.5484388495298 -5.04617818085717, -75.54704289889338 -5.036271092563698, -75.54425099762055 -5.026364004270228, -75.54238973010533 -5.02086006632941, -75.5391325119537 -5.013154553212265, -75.53820187819609 -5.010402584241858, -75.52424237183193 -4.99554195180165, -75.51447071737702 -4.98618525730226, -75.51028286546777 -4.98288289453777, -75.50656033043732 -4.9801309255673605, -75.50283779540689 -4.974076593832461, -75.50097652789167 -4.9691230496857255, -75.50051121101286 -4.964719899333073, -75.50097652789167 -4.9548128110396, -75.50283779540689 -4.946556904128375, -75.50656033043732 -4.938300997217148, -75.50656033043732 -4.934998634452658, -75.50144184477047 -4.930595484100003, -75.49539272534601 -4.927843515129595, -75.49073955655795 -4.927293121335513, -75.4865517046487 -4.927843515129595, -75.47817600083022 -4.931145877894085, -75.46700839573889 -4.934998634452658, -75.45351420625353 -4.937200209628985, -75.44281191804102 -4.940502572393475, -75.43769343237416 -4.9410529661875575, -75.43071367919208 -4.940502572393475, -75.4148929053127 -4.940502572393475, -75.40698251837301 -4.939401784805311, -75.40512125085779 -4.934998634452658, -75.40372530022138 -4.9173860330420425, -75.40093339894854 -4.911331701307143, -75.39628023016049 -4.903626188189998, -75.39534959640288 -4.899773431631425, -75.39488427952408 -4.89481988748469, -75.39488427952408 -4.8777576798681554, -75.39441896264528 -4.8717033481332574, -75.39348832888766 -4.865649016398358, -75.39116174449363 -4.855191534310805, -75.3874392094632 -4.84418365842917, -75.38092477315992 -4.83207499495937, -75.37534097061426 -4.823819088048145, -75.36743058367456 -4.815563181136918, -75.35998551361368 -4.8100592431961005, -75.34881790852236 -4.804555305255283, -75.34881790852236 -4.726399386495675, -75.34835259164356 -4.4721174536299095, -75.91790045130115 -4.471567059835827, -75.91836576817995 -4.725848992701595, -75.91836576817995 -4.751717501023435, -75.99979622197087 -4.751717501023435, -76.00026153884967 -4.979030137979198, -76.00072685572847 -5.456771951242153, -76.27154127919312 -5.456221557448071, -76.27107596231431 -5.285049087488648, -76.36879250686341 -5.284498693694566, -76.36879250686341 -5.136442763086576, -76.43393686989614 -5.135892369292495, -76.43393686989614 -5.06819393262044, -76.51304073929303 -5.06819393262044))"
96,PERENCO PERU PETROLEUM LIMITED SUCURSAL DEL PERU,Lote 39,LORETO,MAYNAS/LORETO,TIGRE/NAPO,Lote 39,"POLYGON ((-75.18037319839488 -1.8346303923901814, -75.15850330509102 -1.8258240916848738, -75.14268253121165 -1.7983044019807863, -75.14268253121165 -1.7614280177773107, -75.15105823503013 -1.7284043901324058, -75.15105823503013 -1.675016192106476, -75.1831650996677 -1.5720925526131886, -75.20875752800198 -1.5456736504972657, -75.24458692766999 -1.5456736504972657, -75.27110998976188 -1.563286251907881, -75.28693076364127 -1.5957594857587036, -75.28739608052007 -1.656302803107696, -75.27343657415591 -1.7080398197513809, -75.28274291173202 -1.737761084631794, -75.27622847542874 -1.758676048806901, -75.25621984964012 -1.777389437805681, -75.24644819518521 -1.8021571585393588, -75.20596562672915 -1.8346303923901814, -75.18037319839488 -1.8346303923901814))"
54,PERENCO PERU PETROLEUM LIMITED SUCURSAL DEL PERU,Lote 67,LORETO,DATEM DEL MARAÑON/LORETO/MAYNAS,ANDOAS/TROMPETEROS/TIGRE/NAPO,Lote 67,"POLYGON ((-75.43629748173774 -1.3139578631888504, -75.50888691483135 -1.3662452736266157, -75.52470768871073 -1.423486228211118, -75.42140734161597 -1.5687901898486984, -75.39907213143333 -1.6001626361113583, -75.3171763607636 -1.541270500144611, -75.28925734803529 -1.5214563235576684, -75.43629748173774 -1.3139578631888504))"
55,PETROTAL PERU S.R.L.,Lote 129,NA,NA,NA,Lote 129,"POLYGON ((-74.72901582595381 -2.447769078997247, -74.73227304410544 -2.1808280888675995, -74.85604733386762 -2.117532802548199, -74.90350965550576 -2.261735976597617, -74.93282461887048 -2.3508997712388595, -75.02728394526795 -2.480792706642152, -75.06357866181476 -2.8275407969136523, -75.06357866181476 -3.00641877999022, -75.02495736087393 -3.00641877999022, -74.34699066845471 -3.0058683861961377, -74.34699066845471 -2.825339221737325, -74.34699066845471 -2.733973851919755, -74.52846425118875 -2.733973851919755, -74.52846425118875 -2.5776620144005395, -74.72901582595381 -2.447769078997247))"
56,PETROTAL PERU S.R.L.,Lote 123,NA,NA,NA,Lote 123,"POLYGON ((-74.11526286280971 -2.828091190707733, -74.34885193596993 -2.828091190707733, -74.34885193596993 -3.009170748960628, -75.02681862838915 -3.00972114275471, -74.99331581311517 -3.1759400685673977, -74.92631018256722 -3.1803432189200507, -74.88443166347474 -3.3107865481174255, -75.01844292457065 -3.332251906086613, -75.06543992932998 -3.2436385052394527, -75.06543992932998 -3.616805497626876, -74.83185085616975 -3.616805497626876, -74.83185085616975 -3.8628315235814163, -74.72064012213531 -3.8628315235814163, -74.72064012213531 -3.903010270549384, -74.26788679905783 -3.903010270549384, -74.26788679905783 -3.6426740059487184, -74.0878091669602 -3.642123612154636, -74.08873980071782 -2.9486274316116354, -74.16179455069023 -2.9018439591146876, -74.11526286280971 -2.828091190707733))"
57,PLUSPETROL NORTE S.A.,Lote 8,LORETO,LORETO,VARIOS,Lote 8,"POLYGON ((-75.6643027523523 -3.1076912381012605, -75.78109728893241 -3.1076912381012605, -75.78109728893241 -3.2480416555921057, -75.6643027523523 -3.2480416555921057, -75.6643027523523 -3.1076912381012605))"
58,PLUSPETROL NORTE S.A.,Lote 8,LORETO,LORETO,VARIOS,Lote 8,"POLYGON ((-75.30321685439945 -3.2827164646192557, -75.42559519352523 -3.2827164646192557, -75.42559519352523 -3.3008794598239533, -75.47026561389052 -3.3008794598239533, -75.47073093076932 -3.6129527410683036, -75.34835259164356 -3.6129527410683036, -75.34788727476474 -3.500122013281546, -75.30321685439945 -3.500122013281546, -75.30321685439945 -3.2827164646192557))"
59,PLUSPETROL NORTE S.A.,Lote 8,LORETO,LORETO,VARIOS,Lote 8,"POLYGON ((-75.2720406235195 -3.874940187051214, -75.39348832888766 -3.8743897932571336, -75.39348832888766 -4.014740210747979, -75.2720406235195 -4.014740210747979, -75.2720406235195 -3.874940187051214))"
71,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Lote 106,NA,NA,NA,Lote 106,"POLYGON ((-74.76856776065225 -4.55742849171258, -74.9877320105695 -4.55742849171258, -74.9877320105695 -4.4671639094831725, -75.07800348505772 -4.4671639094831725, -75.07800348505772 -4.195819769000872, -74.9877320105695 -4.195819769000872, -74.9877320105695 -4.105004792977384, -74.87652127653506 -4.105004792977384, -74.87652127653506 -4.014740210747979, -74.92072638002155 -4.014740210747979, -74.92072638002155 -3.964103981692457, -75.12360453918063 -3.964103981692457, -75.12360453918063 -3.7610086716762936, -74.83185085616975 -3.7610086716762936, -74.83185085616975 -3.616805497626876, -75.06543992932998 -3.616805497626876, -75.06543992932998 -3.4351755455798987, -75.21434133054765 -3.4351755455798987, -75.21434133054765 -3.5248897340152237, -75.34788727476474 -3.5248897340152237, -75.34835259164356 -3.8743897932571336, -75.2715753066407 -3.8743897932571336, -75.2720406235195 -4.014740210747979, -75.34835259164356 -4.014740210747979, -75.34881790852236 -4.796299398344058, -75.34509537349192 -4.7946482169618125, -75.335323719037 -4.790245066609158, -75.3250867477033 -4.785841916256505, -75.32089889579404 -4.78474112866834, -75.30507812191468 -4.78474112866834, -75.2999596362478 -4.7819891596979325, -75.29623710121737 -4.77813640313936, -75.29158393242932 -4.77483404037487, -75.28320822861082 -4.772632465198543, -75.27855505982276 -4.772632465198543, -75.27576315854994 -4.773733252786705, -75.27110998976188 -4.777586009345278, -75.26645682097383 -4.7836403410801775, -75.26226896906459 -4.78749309763875, -75.25947706779175 -4.789144279020995, -75.2543585821249 -4.789144279020995, -75.24644819518521 -4.789144279020995, -75.24132970951835 -4.789144279020995, -75.23481527321508 -4.7880434914328305, -75.2273702031542 -4.7880434914328305, -75.21852918245689 -4.7880434914328305, -75.21387601366885 -4.789144279020995, -75.21201474615363 -4.790245066609158, -75.20875752800198 -4.79409782316773, -75.2013124579411 -4.8056560928434475, -75.19758992291067 -4.8100592431961005, -75.19340207100142 -4.813361605960592, -75.18549168406173 -4.817214362519163, -75.18037319839488 -4.818315150107328, -75.17106686081877 -4.81941593769549, -75.16082988948504 -4.81941593769549, -75.15291950254536 -4.817764756313245, -75.14593974936328 -4.817214362519163, -75.14128658057523 -4.817764756313245, -75.13151492612032 -4.817764756313245, -75.12593112357466 -4.816113574931, -75.12267390542303 -4.813361605960592, -75.12174327166541 -4.811160030784265, -75.120347321029 -4.807307274225693, -75.11615946911975 -4.788593885226913, -75.11569415224095 -4.78474112866834, -75.11429820160453 -4.780337978315687, -75.11011034969528 -4.776485221757115, -75.10359591339201 -4.77208207140446, -75.09196299142188 -4.766578133463643, -75.08219133696697 -4.76272537690507, -75.07846880193652 -4.760523801728745, -75.07428095002727 -4.757221438964253, -75.06776651372401 -4.751717501023435, -75.06264802805714 -4.747864744464865, -75.0579948592691 -4.746213563082618, -75.05380700735985 -4.745663169288537, -75.0491538385718 -4.746213563082618, -75.04636193729897 -4.75006631964119, -75.04357003602614 -4.753919076199763, -75.0407781347533 -4.75942301414058, -75.03798623348047 -4.768229314845888, -75.03612496596524 -4.77208207140446, -75.03286774781361 -4.775934827963033, -75.02961052966198 -4.779787584521605, -75.02542267775273 -4.7819891596979325, -75.01751229081304 -4.783089947286095, -75.00634468572171 -4.782539553492013, -75.00215683381246 -4.780888372109768, -74.99703834814561 -4.776485221757115, -74.9956423975092 -4.773182858992625, -74.9956423975092 -4.770430890022215, -74.99796898190323 -4.764376558287315, -75.00076088317606 -4.758872620346498, -75.00169151693366 -4.75612065137609, -75.00122620005486 -4.750616713435273, -74.99936493253963 -4.746213563082618, -74.99471176375158 -4.74015923134772, -74.99098922872115 -4.73410489961282, -74.98494010929667 -4.722546629937103, -74.97982162362982 -4.719244267172613, -74.97609908859937 -4.719794660966695, -74.97284187044774 -4.721996236143022, -74.97098060293251 -4.72144584234894, -74.9598129978412 -4.7159419044081226, -74.95515982905314 -4.7142907230258775, -74.95050666026509 -4.713740329231795, -74.94538817459824 -4.71208914784955, -74.94166563956779 -4.71208914784955, -74.9342205695069 -4.713740329231795, -74.92956740071885 -4.717593085790368, -74.9239835981732 -4.72750017408384, -74.91793447874872 -4.732453718230575, -74.91281599308186 -4.735205687200983, -74.9067668736574 -4.7379576561713925, -74.8983911698389 -4.741810412729965, -74.89327268417205 -4.744011987906292, -74.8895501491416 -4.745112775494455, -74.88024381156549 -4.746213563082618, -74.87512532589864 -4.745663169288537, -74.8714027908682 -4.744011987906292, -74.86954152335298 -4.74015923134772, -74.8709374739894 -4.735756080995065, -74.87279874150461 -4.733554505818738, -74.87698659341386 -4.73410489961282, -74.88768888162639 -4.7379576561713925, -74.89187673353563 -4.738508049965475, -74.89466863480847 -4.73740726237731, -74.90025243735413 -4.729151355466085, -74.90211370486935 -4.72474820511343, -74.90211370486935 -4.721996236143022, -74.90071775423293 -4.718693873378532, -74.89606458544488 -4.712639541643632, -74.88536229723236 -4.704934028526488, -74.88163976220191 -4.70218205955608, -74.87512532589864 -4.69943009058567, -74.87233342462581 -4.697778909203425, -74.86674962208015 -4.69612772782118, -74.86395772080732 -4.6922749712626075, -74.8616311364133 -4.684019064351382, -74.85883923514047 -4.68071670158689, -74.85092884820077 -4.677964732616482, -74.84348377813988 -4.676313551234237, -74.84115719374586 -4.676313551234237, -74.836038708079 -4.6774143388224, -74.83138553929095 -4.6774143388224, -74.82207920171484 -4.678515126410565, -74.81649539916918 -4.6774143388224, -74.81323818101755 -4.674662369851992, -74.81184223038113 -4.672460794675665, -74.81091159662353 -4.6686080381170925, -74.81091159662353 -4.659801737411785, -74.80998096286591 -4.653197011882803, -74.80672374471428 -4.643840317383415, -74.80300120968383 -4.634483622884025, -74.80207057592622 -4.631181260119533, -74.7992786746534 -4.625677322178717, -74.79648677338056 -4.621824565620145, -74.79416018898654 -4.614119052503, -74.79229892147131 -4.606963933179937, -74.79136828771371 -4.60145999523912, -74.78904170331968 -4.59540566350422, -74.78718043580446 -4.58935133176932, -74.78531916828923 -4.58604896900483, -74.78020068262238 -4.5788938496817675, -74.77182497880388 -4.566234792417887, -74.76856776065225 -4.55742849171258))"
72,CEPSA PERUANA S.A.C.,Lote 114,UCAYALI,CORONEL PORTILLO/ATALAYA,VARIOS,Lote 114,"POLYGON ((-74.27300528472469 -8.503201601484617, -74.27253996784587 -8.774545741966918, -74.3451294009395 -8.774545741966918, -74.3451294009395 -8.864810324196323, -74.45447886745872 -8.865360717990406, -74.45447886745872 -8.91049300910511, -74.52706830055233 -8.91049300910511, -74.52706830055233 -9.0464402762433, -74.34466408406068 -9.045889882449218, -74.34419876718188 -9.498313581184414, -74.31674507133238 -9.498313581184414, -74.31627975445357 -9.769657721666714, -74.2478781732692 -9.769107327872632, -74.2474128563904 -9.836805764544689, -74.17901127520602 -9.836255370750607, -74.17994190896364 -9.588027769619739, -74.07059244244441 -9.588027769619739, -74.07059244244441 -9.497763187390333, -73.9798556510774 -9.497212793596251, -73.98171691859261 -8.773995348172836, -73.909127485499 -8.773444954378753, -73.9095928023778 -8.502100813896455, -74.27300528472469 -8.503201601484617))"
73,PETROTAL PERU S.R.L.,Lote 128,NA,NA,NA,Lote 128,"POLYGON ((-73.16601643004705 -3.7714661537638463, -73.16368984565304 -4.625677322178717, -72.30797210553023 -4.622925353208307, -72.31076400680305 -3.769264578587519, -73.16601643004705 -3.7714661537638463))"
